0,2,4
0,520,3
2,9,3
3,120,3
4,147,3
5,1,3
1,137,19
8,3,19
9,658,19
0,208,4
3,90,4
5,8,4
6,433,4
8,20,4
9,38,4
2,4,16
5,12,16
6,2,16
7,280,16
8,499,16
3,72,15
5,2,15
7,35,15
8,632,15
9,56,15
2,220,14
8,21,14
9,556,14
0,48,10
4,57,10
6,135,10
7,8,10
8,545,10
9,4,10
0,73,3
6,1,3
7,545,3
9,178,3
0,74,9
1,36,9
2,353,9
7,26,9
8,308,9
0,26,0
3,8,0
5,102,0
6,425,0
9,237,0
2,85,17
5,1,17
9,712,17
0,19,18
1,12,18
2,734,18
4,34,18
2,29,4
4,112,4
7,10,4
8,642,4
9,4,4
4,70,10
8,728,10
0,83,2
4,3,2
6,712,2
5,636,6
6,122,6
7,1,6
8,39,6
0,55,12
2,422,12
3,20,12
4,96,12
5,62,12
8,143,12
2,179,19
3,279,19
6,316,19
7,23,19
9,1,19
4,69,16
6,100,16
7,5,16
9,624,16
0,66,1
2,73,1
3,9,1
4,358,1
7,292,1
0,282,14
2,20,14
3,224,14
4,64,14
9,209,14
1,9,7
4,775,7
6,13,7
8,1,7
1,307,11
2,185,11
3,247,11
5,32,11
9,27,11
2,471,15
4,7,15
6,256,15
7,49,15
9,16,15
2,56,13
3,503,13
4,237,13
9,1,13
1,22,8
3,28,8
7,3,8
8,508,8
9,237,8
1,28,5
2,17,5
4,214,5
7,13,5
8,4,5
9,521,5
0,211,7
1,19,7
3,103,7
4,35,7
5,58,7
8,216,7
9,156,7
0,1,3
2,398,3
3,256,3
6,124,3
7,4,3
8,11,3
9,3,3
0,349,15
3,34,15
7,411,15
9,4,15
0,44,9
2,344,9
3,140,9
6,48,9
7,3,9
8,21,9
9,196,9
0,121,6
1,10,6
5,2,6
6,44,6
7,32,6
8,588,6
0,144,13
6,447,13
7,5,13
8,203,13
2,20,10
3,20,10
4,5,10
6,8,10
7,596,10
9,148,10
2,783,19
7,16,19
0,334,5
2,4,5
6,19,5
7,22,5
8,1,5
9,417,5
0,82,17
1,705,17
2,4,17
5,4,17
7,2,17
8,1,17
1,15,14
2,688,14
4,28,14
5,1,14
6,3,14
7,18,14
8,45,14
2,44,12
5,737,12
8,17,12
0,190,18
5,536,18
9,72,18
6,742,1
8,57,1
1,1,16
3,92,16
5,75,16
6,629,16
0,517,11
1,1,11
4,196,11
7,19,11
8,65,11
1,789,8
4,6,8
8,2,8
1,6,4
2,43,4
3,748,4
4,2,4
1,448,2
4,16,2
6,309,2
8,8,2
9,16,2
2,3,0
5,523,0
6,109,0
9,163,0
0,796,3
7,2,3
0,4,9
4,783,9
5,12,9
0,12,15
1,26,15
2,65,15
3,20,15
4,10,15
5,397,15
6,264,15
9,2,15
0,713,11
1,25,11
2,1,11
4,54,11
5,4,11
0,360,0
1,184,0
3,33,0
4,7,0
8,212,0
1,205,7
3,289,7
7,115,7
8,11,7
9,176,7
0,772,6
3,23,6
7,1,6
8,1,6
0,6,10
2,24,10
3,697,10
4,22,10
7,5,10
8,44,10
1,173,17
2,7,17
3,8,17
7,520,17
8,90,17
0,558,16
1,82,16
2,132,16
5,10,16
8,16,16
1,336,8
3,289,8
5,1,8
8,20,8
9,152,8
0,3,2
1,21,2
5,763,2
6,10,2
7,1,2
0,112,14
1,339,14
2,213,14
3,4,14
7,130,14
2,169,4
3,630,4
0,4,13
1,314,13
6,372,13
7,8,13
8,100,13
0,2,19
4,485,19
5,232,19
6,28,19
7,1,19
8,49,19
7,2,5
8,796,5
0,12,18
2,491,18
3,123,18
7,30,18
8,142,18
5,417,1
6,46,1
9,335,1
0,60,12
1,5,12
6,612,12
9,122,12
0,11,16
2,710,16
3,24,16
5,36,16
9,18,16
1,27,2
2,16,2
3,596,2
6,3,2
9,156,2
0,3,17
1,264,17
2,2,17
3,16,17
4,166,17
5,16,17
6,69,17
7,256,17
8,4,17
1,674,19
2,1,19
3,119,19
4,3,19
7,1,19
2,2,11
3,1,11
4,42,11
5,180,11
7,38,11
9,534,11
1,84,5
2,2,5
3,279,5
6,35,5
7,69,5
8,311,5
9,17,5
2,764,6
3,10,6
7,1,6
8,14,6
9,8,6
0,25,7
1,419,7
5,14,7
6,340,7
0,1,14
1,53,14
2,1,14
3,98,14
5,629,14
6,14,14
3,212,3
6,84,3
7,37,3
8,415,3
9,51,3
0,24,8
1,585,8
3,2,8
4,167,8
8,19,8
1,60,0
2,435,0
4,3,0
5,154,0
7,146,0
2,536,4
3,33,4
4,141,4
5,73,4
6,12,4
7,2,4
3,152,18
4,55,18
6,205,18
8,1,18
9,384,18
0,68,1
1,572,1
3,116,1
7,43,1
4,524,9
5,275,9
1,452,12
4,246,12
5,9,12
7,90,12
1,638,13
2,4,13
3,106,13
4,41,13
5,8,13
4,6,15
5,32,15
6,761,15
0,38,10
1,1,10
2,156,10
4,3,10
6,20,10
7,247,10
9,333,10
0,245,8
1,4,8
3,10,8
4,137,8
5,20,8
9,380,8
0,336,4
1,1,4
2,2,4
4,261,4
7,12,4
8,182,4
9,1,4
2,754,6
3,5,6
6,33,6
7,6,6
0,117,1
1,526,1
3,107,1
5,26,1
6,7,1
7,2,1
9,12,1
0,138,19
3,51,19
4,599,19
8,11,19
0,8,11
4,1,11
5,1,11
6,788,11
2,600,13
6,123,13
7,74,13
8,2,13
0,488,15
1,160,15
3,21,15
4,56,15
5,14,15
7,57,15
0,4,10
6,1,10
8,692,10
9,102,10
2,11,18
5,107,18
6,172,18
7,508,18
4,694,0
5,64,0
6,1,0
8,39,0
4,728,16
6,61,16
8,7,16
0,455,3
1,4,3
2,140,3
7,141,3
8,48,3
9,9,3
4,469,14
5,224,14
6,3,14
8,103,14
3,429,17
6,4,17
7,348,17
8,16,17
2,46,7
5,3,7
6,748,7
7,1,7
0,597,2
2,1,2
3,16,2
4,13,2
5,92,2
7,60,2
8,18,2
0,719,9
2,8,9
3,1,9
4,2,9
8,68,9
1,542,5
2,88,5
8,64,5
9,105,5
1,104,12
2,96,12
3,195,12
4,122,12
9,281,12
0,8,3
3,19,3
4,545,3
6,75,3
8,151,3
0,31,8
3,2,8
4,2,8
7,61,8
8,9,8
9,692,8
4,457,0
7,106,0
8,228,0
9,4,0
0,425,7
1,117,7
2,74,7
3,42,7
5,118,7
7,21,7
0,11,18
2,2,18
3,556,18
4,157,18
7,4,18
8,67,18
1,35,5
3,31,5
6,492,5
9,240,5
0,284,11
3,5,11
4,444,11
5,20,11
6,45,11
2,1,13
3,336,13
4,448,13
5,2,13
9,10,13
0,8,6
2,2,6
6,1,6
8,769,6
9,16,6
1,4,17
2,419,17
3,43,17
5,7,17
7,209,17
9,116,17
4,680,15
7,118,15
2,3,4
6,611,4
8,114,4
9,71,4
2,319,16
4,20,16
8,455,16
9,4,16
2,94,9
6,185,9
9,520,9
1,124,14
2,1,14
5,188,14
7,485,14
5,724,2
6,59,2
8,14,2
1,49,12
3,72,12
4,8,12
5,159,12
8,23,12
9,486,12
0,209,19
2,67,19
5,16,19
7,506,19
0,12,10
3,372,10
6,362,10
7,17,10
8,36,10
2,261,1
3,260,1
4,92,1
5,184,1
6,1,1
0,8,11
1,40,11
2,680,11
3,70,11
4,291,10
5,497,10
6,7,10
8,4,10
1,464,5
2,4,5
3,332,5
2,175,18
3,4,18
4,497,18
5,29,18
6,92,18
2,59,19
5,710,19
8,1,19
9,28,19
1,544,9
4,10,9
5,136,9
6,11,9
7,2,9
9,95,9
2,740,12
4,58,12
1,4,2
3,144,2
5,493,2
6,5,2
7,144,2
8,8,2
0,19,7
2,116,7
3,13,7
4,471,7
7,177,7
3,53,14
4,10,14
5,1,14
6,188,14
7,540,14
9,4,14
5,667,6
6,132,6
0,65,17
1,17,17
5,448,17
6,28,17
8,210,17
9,29,17
2,155,1
4,72,1
5,563,1
7,9,1
0,16,0
1,4,0
4,12,0
6,760,0
8,6,0
2,763,16
3,2,16
6,15,16
8,18,16
1,32,15
2,5,15
3,30,15
6,58,15
8,673,15
1,160,8
3,43,8
4,16,8
6,450,8
7,16,8
8,113,8
0,80,3
5,1,3
6,14,3
7,34,3
9,669,3
0,332,4
2,4,4
6,72,4
7,389,4
0,18,13
1,232,13
3,10,13
4,156,13
7,365,13
8,16,13
1,16,5
3,52,5
5,40,5
7,9,5
8,680,5
0,390,8
2,36,8
3,331,8
7,16,8
8,24,8
4,123,6
5,125,6
6,4,6
8,102,6
9,444,6
0,600,12
1,86,12
3,42,12
4,1,12
6,8,12
7,9,12
9,52,12
0,92,15
1,37,15
2,669,15
0,120,2
2,84,2
9,593,2
2,5,14
3,580,14
5,5,14
6,48,14
7,159,14
2,23,19
3,471,19
4,8,19
5,256,19
7,36,19
9,4,19
5,5,18
7,792,18
9,1,18
3,646,1
4,124,1
5,16,1
9,13,1
3,16,13
5,3,13
7,10,13
8,770,13
0,44,16
3,2,16
4,443,16
6,280,16
9,29,16
1,46,11
3,76,11
5,672,11
8,5,11
2,11,10
5,11,10
6,10,10
7,758,10
8,3,10
9,5,10
0,168,7
6,521,7
8,109,7
1,3,3
4,3,3
5,37,3
8,1,3
9,754,3
0,477,0
2,13,0
4,55,0
5,2,0
7,1,0
8,249,0
0,5,9
2,142,9
4,9,9
6,598,9
7,44,9
0,1,17
2,141,17
8,13,17
9,641,17
0,464,4
5,1,4
7,332,4
2,439,6
3,95,6
5,68,6
8,196,6
0,512,15
2,6,15
6,271,15
9,8,15
3,69,18
5,727,18
8,3,18
3,346,1
4,412,1
7,40,1
0,7,17
1,52,17
2,4,17
4,14,17
5,708,17
9,12,17
7,775,13
9,24,13
0,553,12
1,227,12
4,18,12
2,15,16
3,12,16
4,232,16
6,372,16
7,167,16
0,209,7
6,148,7
8,91,7
9,351,7
2,250,19
3,403,19
4,115,19
6,30,19
0,27,10
2,238,10
5,84,10
7,431,10
9,19,10
1,181,14
3,74,14
5,468,14
8,76,14
1,681,0
4,3,0
6,95,0
8,20,0
0,2,8
1,508,8
2,11,8
3,31,8
4,183,8
6,31,8
8,32,8
6,792,4
9,6,4
0,5,11
1,599,11
2,4,11
3,82,11
4,76,11
8,3,11
9,28,11
0,44,2
2,507,2
3,28,2
6,173,2
7,10,2
8,35,2
9,1,2
0,67,5
1,625,5
2,2,5
5,104,5
0,22,3
2,168,3
3,591,3
5,13,3
9,3,3
2,119,9
3,22,9
4,1,9
8,280,9
9,376,9
5,592,16
8,207,16
0,520,5
2,268,5
4,2,5
5,8,5
3,336,7
4,9,7
5,316,7
6,136,7
9,1,7
1,205,6
2,519,6
4,73,6
0,24,19
2,52,19
4,20,19
5,104,19
6,595,19
7,2,19
2,732,17
3,8,17
4,6,17
7,20,17
8,25,17
9,5,17
0,640,0
1,104,0
3,19,0
4,33,0
9,1,0
1,78,9
2,664,9
3,3,9
9,52,9
4,5,18
6,793,18
0,1,13
3,36,13
4,188,13
7,28,13
8,544,13
1,208,10
3,537,10
4,49,10
7,3,10
0,37,4
1,597,4
2,93,4
3,8,4
6,52,4
7,10,4
1,21,12
2,564,12
4,15,12
5,181,12
7,17,12
1,127,8
2,3,8
4,654,8
6,1,8
7,3,8
9,9,8
2,168,11
3,568,11
8,14,11
9,46,11
0,54,2
1,12,2
2,20,2
3,26,2
6,20,2
7,540,2
8,127,2
0,2,3
4,6,3
6,788,3
9,2,3
2,1,15
3,641,15
4,71,15
6,80,15
8,2,15
9,2,15
2,17,14
6,444,14
8,2,14
9,335,14
0,24,1
2,3,1
3,696,1
4,24,1
6,27,1
9,23,1
0,215,2
4,8,2
5,569,2
7,6,2
0,21,0
3,1,0
4,29,0
6,99,0
7,628,0
8,16,0
9,3,0
4,41,18
5,14,18
6,608,18
7,121,18
8,13,18
1,16,13
2,19,13
3,31,13
5,503,13
8,229,13
2,188,7
3,4,7
5,1,7
7,604,7
2,535,9
5,60,9
8,203,9
0,536,3
2,4,3
3,4,3
5,16,3
6,236,3
0,137,12
1,176,12
3,6,12
4,13,12
8,221,12
9,244,12
0,604,11
1,2,11
2,8,11
4,7,11
6,37,11
7,74,11
9,65,11
5,6,6
6,28,6
8,753,6
9,10,6
1,312,15
3,39,15
5,448,15
1,384,17
4,184,17
7,184,17
8,46,17
3,303,8
4,9,8
5,17,8
6,469,8
0,166,4
3,251,4
5,19,4
6,353,4
9,9,4
0,4,10
2,19,10
3,228,10
5,333,10
6,170,10
9,44,10
0,104,1
1,174,1
3,103,1
6,258,1
7,23,1
8,135,1
1,38,19
2,724,19
4,12,19
5,21,19
9,3,19
0,3,14
3,84,14
5,604,14
6,2,14
8,105,14
5,348,16
7,445,16
8,5,16
0,3,5
2,4,5
3,248,5
5,3,5
7,1,5
9,539,5
1,20,4
2,5,4
5,33,4
6,35,4
7,13,4
8,4,4
9,687,4
1,20,7
4,6,7
6,100,7
8,672,7
0,117,9
2,10,9
4,1,9
5,44,9
7,625,9
2,226,11
4,367,11
7,204,11
9,2,11
3,151,15
5,378,15
8,15,15
9,255,15
0,348,5
2,94,5
3,121,5
4,5,5
7,228,5
2,64,2
4,53,2
5,305,2
7,28,2
9,348,2
0,109,19
1,242,19
2,123,19
4,193,19
8,130,19
1,414,16
2,9,16
4,2,16
5,264,16
9,108,16
3,1,6
6,616,6
7,80,6
8,101,6
1,152,17
2,2,17
4,614,17
5,31,17
0,211,14
1,196,14
3,22,14
4,6,14
8,363,14
1,63,0
2,127,0
3,1,0
4,2,0
5,331,0
6,274,0
0,47,8
1,40,8
2,5,8
6,608,8
9,98,8
1,33,13
3,192,13
5,4,13
7,258,13
8,312,13
3,20,18
4,36,18
7,682,18
9,60,18
3,417,1
4,334,1
7,47,1
0,53,12
1,33,12
5,456,12
7,112,12
9,144,12
3,23,3
6,5,3
7,8,3
8,762,3
0,353,10
1,81,10
2,363,10
9,1,10
0,740,9
1,17,9
6,1,9
7,14,9
9,26,9
0,360,15
1,60,15
2,263,15
4,41,15
5,74,15
0,495,5
2,11,5
3,4,5
6,56,5
7,11,5
8,175,5
9,46,5
3,36,8
5,2,8
6,279,8
7,473,8
8,7,8
1,779,4
2,10,4
7,10,4
0,192,13
3,4,13
6,134,13
7,2,13
8,463,13
9,3,13
1,72,17
2,123,17
3,34,17
7,568,17
1,512,19
3,288,19
3,142,16
4,168,16
5,39,16
8,15,16
9,435,16
2,98,12
5,4,12
8,495,12
9,200,12
0,739,14
6,24,14
8,36,14
1,240,0
2,353,0
5,48,0
9,156,0
0,260,18
7,348,18
8,27,18
9,162,18
1,3,10
2,80,10
3,9,10
7,54,10
9,652,10
0,13,7
1,2,7
3,2,7
4,433,7
8,287,7
9,60,7
0,76,6
1,8,6
2,276,6
3,9,6
5,60,6
7,163,6
9,206,6
4,1,1
6,784,1
8,12,1
2,18,11
3,652,11
4,80,11
6,44,11
7,3,11
8,1,11
0,172,2
2,62,2
5,87,2
7,418,2
8,59,2
4,4,3
6,560,3
7,234,3
1,434,9
2,4,9
3,252,9
4,11,9
5,94,9
7,1,9
0,616,16
1,6,16
2,117,16
9,59,16
1,3,10
2,16,10
3,14,10
6,732,10
7,6,10
8,6,10
9,19,10
0,3,6
3,28,6
7,128,6
9,640,6
2,43,18
4,124,18
5,12,18
6,2,18
7,591,18
8,22,18
9,4,18
0,585,1
1,42,1
2,14,1
3,10,1
6,8,1
9,138,1
0,2,13
2,5,13
3,260,13
5,233,13
8,296,13
0,4,11
2,46,11
3,696,11
5,13,11
7,11,11
8,12,11
9,14,11
1,9,2
2,32,2
3,16,2
5,20,2
6,439,2
7,273,2
8,8,2
0,674,5
1,1,5
2,39,5
9,84,5
1,8,3
2,235,3
3,2,3
5,2,3
7,544,3
8,7,3
4,743,7
5,8,7
7,48,7
1,714,14
7,7,14
8,24,14
9,53,14
3,59,4
4,730,4
9,9,4
1,6,0
2,28,0
5,50,0
6,8,0
9,706,0
1,136,12
4,42,12
5,192,12
6,57,12
7,372,12
4,2,17
6,160,17
7,531,17
8,104,17
6,779,8
7,20,8
1,104,15
2,81,15
5,478,15
8,135,15
0,448,19
1,9,19
2,235,19
3,24,19
4,1,19
5,80,19
0,709,1
5,10,1
8,77,1
0,610,3
1,1,3
5,176,3
9,12,3
0,11,6
1,4,6
2,196,6
3,65,6
4,522,6
0,80,17
3,22,17
4,40,17
6,84,17
7,555,17
8,17,17
0,508,11
1,4,11
2,26,11
3,1,11
5,24,11
6,59,11
7,110,11
8,64,11
0,184,5
3,1,5
5,453,5
6,123,5
8,8,5
9,28,5
0,160,0
1,214,0
3,185,0
9,239,0
0,285,13
1,32,13
2,92,13
3,89,13
4,115,13
6,9,13
9,175,13
0,5,2
1,50,2
3,13,2
4,94,2
5,347,2
6,249,2
8,39,2
1,396,19
2,3,19
3,58,19
4,4,19
6,24,19
7,198,19
9,113,19
0,338,9
1,372,9
5,23,9
6,66,9
0,472,8
1,5,8
3,108,8
4,84,8
9,128,8
1,106,7
4,8,7
7,675,7
8,9,7
1,6,15
4,8,15
5,2,15
7,755,15
8,28,15
0,17,16
8,776,16
9,4,16
0,768,14
1,7,14
3,9,14
5,14,14
1,8,10
6,16,10
7,771,10
9,2,10
0,417,12
1,374,12
5,4,12
7,4,12
1,641,4
2,50,4
3,79,4
6,8,4
7,2,4
9,17,4
0,85,18
1,45,18
2,508,18
4,137,18
6,8,18
8,14,18
0,18,18
1,183,18
2,549,18
5,37,18
9,11,18
0,2,9
1,426,9
3,4,9
4,9,9
6,4,9
9,352,9
1,142,3
2,596,3
6,29,3
9,32,3
0,45,16
7,6,16
8,29,16
9,718,16
0,8,17
4,524,17
5,19,17
6,231,17
7,7,17
8,1,17
9,7,17
4,728,14
6,47,14
7,24,14
0,31,19
2,49,19
6,5,19
8,713,19
0,104,4
1,20,4
3,258,4
4,64,4
7,352,4
0,484,1
1,1,1
4,84,1
5,203,1
7,7,1
8,3,1
9,16,1
1,253,0
3,152,0
6,390,0
7,4,0
0,33,11
1,83,11
5,30,11
6,494,11
8,146,11
9,12,11
2,4,10
4,213,10
7,580,10
2,20,5
3,359,5
7,310,5
9,109,5
2,3,12
3,9,12
7,784,12
8,1,12
2,3,6
3,3,6
6,792,6
2,1,8
3,36,8
6,7,8
8,23,8
9,730,8
1,712,13
3,68,13
5,6,13
9,11,13
0,273,2
1,95,2
4,424,2
5,1,2
8,5,2
0,9,15
2,431,15
6,342,15
7,11,15
9,4,15
0,2,7
1,40,7
3,520,7
5,204,7
6,15,7
7,13,7
9,3,7
0,114,14
4,3,14
5,682,14
0,8,11
1,103,11
4,286,11
9,400,11
1,4,17
2,162,17
3,80,17
5,116,17
7,33,17
8,403,17
0,240,10
1,9,10
2,7,10
3,14,10
5,252,10
6,57,10
7,214,10
8,4,10
0,1,6
3,8,6
5,4,6
6,393,6
7,391,6
0,18,9
1,86,9
6,4,9
7,1,9
9,688,9
1,774,7
3,23,7
5,1,3
7,24,3
9,774,3
1,56,16
4,15,16
5,627,16
8,98,16
0,268,4
1,360,4
2,4,4
5,15,4
6,16,4
7,8,4
8,125,4
1,14,8
2,1,8
3,572,8
4,9,8
6,176,8
7,9,8
8,16,8
1,685,13
2,44,13
5,8,13
7,60,13
1,3,0
2,484,0
4,206,0
5,85,0
7,6,0
8,13,0
1,195,2
2,27,2
7,84,2
9,492,2
0,626,5
5,172,5
0,3,1
1,326,1
3,28,1
5,209,1
6,108,1
7,120,1
9,2,1
0,13,12
1,693,12
4,88,12
8,1,12
9,1,12
3,82,18
4,395,18
5,6,18
6,124,18
7,186,18
8,4,18
2,396,19
4,67,19
6,284,19
7,43,19
8,8,19
1,712,15
3,20,15
7,66,15
0,68,15
1,7,15
5,724,15
0,192,18
1,112,18
2,2,18
3,346,18
5,50,18
6,6,18
8,76,18
9,12,18
2,703,12
7,96,12
0,26,4
1,388,4
3,104,4
4,224,4
8,44,4
9,12,4
0,153,17
1,376,17
2,3,17
3,37,17
5,8,17
7,198,17
8,23,17
1,391,19
5,215,19
6,193,19
4,40,3
5,672,3
9,86,3
0,262,10
1,25,10
2,220,10
3,142,10
6,4,10
8,144,10
2,284,11
3,489,11
5,19,11
9,6,11
2,64,14
3,41,14
4,386,14
9,305,14
1,30,2
3,640,2
4,37,2
7,90,2
1,58,16
3,696,16
6,4,16
9,40,16
1,56,6
2,103,6
3,29,6
4,500,6
5,48,6
6,62,6
1,3,13
3,3,13
8,223,13
9,570,13
1,718,1
3,17,1
5,4,1
7,52,1
9,7,1
3,4,5
4,188,5
5,137,5
6,428,5
9,40,5
0,1,7
1,2,7
5,43,7
9,752,7
0,8,0
2,403,0
5,276,0
6,14,0
8,30,0
9,67,0
1,527,9
3,153,9
9,118,9
0,48,8
3,739,8
4,12,8
2,10,12
3,579,12
4,105,12
5,104,12
1,275,9
3,401,9
7,113,9
9,8,9
1,71,13
4,15,13
5,280,13
6,212,13
7,216,13
8,4,13
2,3,2
3,80,2
7,507,2
8,140,2
9,68,2
0,324,1
4,111,1
6,10,1
7,14,1
9,340,1
3,152,5
6,446,5
8,199,5
0,47,15
2,30,15
7,133,15
8,268,15
9,320,15
1,8,17
2,718,17
5,30,17
6,41,17
0,613,7
1,1,7
2,102,7
3,6,7
9,76,7
3,355,0
4,4,0
6,86,0
