0,6,12
5,556,0
9,1,0
1,16,6
3,64,6
4,35,6
8,440,6
9,244,6
4,800,5
0,48,11
1,4,11
2,2,11
6,408,11
7,337,11
2,12,4
3,24,4
5,242,4
7,8,4
8,260,4
9,252,4
0,52,10
1,219,10
2,515,10
3,5,10
4,4,10
7,2,10
0,140,8
1,15,8
3,259,8
6,4,8
7,4,8
8,16,8
9,360,8
0,61,3
3,276,3
4,156,3
6,28,3
7,204,3
9,72,3
6,800,18
1,4,2
2,52,2
3,207,2
4,207,2
5,284,2
7,8,2
8,1,2
9,35,2
0,118,13
1,582,13
2,59,13
3,27,13
4,7,13
6,2,13
7,3,13
0,3,16
2,28,16
3,12,16
5,624,16
7,132,16
2,121,19
3,1,19
5,22,19
6,526,19
7,32,19
9,95,19
0,8,13
2,24,13
4,289,13
5,2,13
7,436,13
8,34,13
9,4,13
3,196,6
4,2,6
5,601,6
1,7,1
7,792,1
0,151,4
1,108,4
3,68,4
4,6,4
5,399,4
7,65,4
0,4,16
3,59,16
6,7,16
7,728,16
0,94,15
1,124,15
3,52,15
6,6,15
8,331,15
9,189,15
2,203,2
3,57,2
5,2,2
8,536,2
3,356,0
4,148,0
6,92,0
7,15,0
8,33,0
9,154,0
0,184,11
2,6,11
3,147,11
4,159,11
6,129,11
7,47,11
8,39,11
9,86,11
0,127,9
1,7,9
4,308,9
6,12,9
7,344,9
2,716,10
3,1,10
9,82,10
1,44,14
2,4,14
3,309,14
8,437,14
9,3,14
2,72,5
3,684,5
5,30,5
8,12,5
2,8,7
4,3,7
9,788,7
1,87,8
3,20,8
6,1,8
9,690,8
0,297,3
1,36,3
7,462,3
8,3,3
0,16,12
3,16,12
6,139,12
8,626,12
0,423,17
1,35,17
5,116,17
6,216,17
9,8,17
3,4,18
4,2,18
7,668,18
9,124,18
0,4,2
1,18,2
5,702,2
6,49,2
8,24,2
0,22,13
3,300,13
4,476,13
2,219,19
3,148,19
4,135,19
6,108,19
8,185,19
9,2,19
0,322,8
1,2,8
2,180,8
3,86,8
7,47,8
8,15,8
9,145,8
1,394,18
4,378,18
5,1,18
6,20,18
7,5,18
1,151,9
3,253,9
4,5,9
5,176,9
7,1,9
8,25,9
9,185,9
1,368,17
5,4,17
8,62,17
9,364,17
4,779,10
6,1,10
9,18,10
0,77,6
1,423,6
2,218,6
3,69,6
6,10,6
0,394,7
1,88,7
2,36,7
5,155,7
6,53,7
7,71,7
0,22,4
2,775,4
4,1,4
4,100,0
7,84,0
8,615,0
2,66,1
3,690,1
5,41,1
6,1,1
0,3,3
2,2,3
6,6,3
7,8,3
8,694,3
9,85,3
0,102,15
1,78,15
2,5,15
5,560,15
9,52,15
0,80,14
2,696,14
5,2,14
6,17,14
2,88,5
4,620,5
5,13,5
7,71,5
9,6,5
1,44,12
4,306,12
5,123,12
6,233,12
7,92,12
1,535,11
3,4,11
4,9,11
6,249,11
8,1,11
1,128,16
4,229,16
5,4,16
8,61,16
9,375,16
1,437,12
2,79,12
4,208,12
5,50,12
8,24,12
0,10,5
2,19,5
8,724,5
9,46,5
1,9,0
3,84,0
5,7,0
7,24,0
8,197,0
9,476,0
0,251,13
1,5,13
2,496,13
3,4,13
7,42,13
1,3,19
2,290,19
4,431,19
7,75,19
0,163,1
1,28,1
3,601,1
4,2,1
5,1,1
6,3,1
0,309,9
2,316,9
3,161,9
8,12,9
1,564,4
2,6,4
4,9,4
8,219,4
0,1,17
2,368,17
3,7,17
4,25,17
5,85,17
7,300,17
8,10,17
0,83,3
4,255,3
6,1,3
7,164,3
8,7,3
9,287,3
6,777,6
7,20,6
8,1,6
2,11,7
6,194,7
7,92,7
8,501,7
0,433,14
1,67,14
2,96,14
4,154,14
5,13,14
7,11,14
9,23,14
1,232,2
2,1,2
4,57,2
5,77,2
6,14,2
7,86,2
8,325,2
9,4,2
0,67,8
1,8,8
2,4,8
3,385,8
6,144,8
7,189,8
0,31,16
5,752,16
8,16,16
1,2,18
4,343,18
5,7,18
6,1,18
9,445,18
0,40,10
4,120,10
5,40,10
7,39,10
8,2,10
9,556,10
0,301,11
1,14,11
4,239,11
8,16,11
9,228,11
3,15,15
7,764,15
8,20,15
1,2,14
2,665,14
7,84,14
8,48,14
0,58,12
1,444,12
2,225,12
3,56,12
7,15,12
0,5,6
2,72,6
3,20,6
6,522,6
8,180,6
2,105,0
3,116,0
4,524,0
5,44,0
8,8,0
2,80,7
4,48,7
9,670,7
1,90,11
3,679,11
4,8,11
9,22,11
3,26,3
6,287,3
8,35,3
9,450,3
1,72,17
2,273,17
4,10,17
5,2,17
6,431,17
8,10,17
1,82,1
5,9,1
6,31,1
7,184,1
9,492,1
1,2,19
2,8,19
3,498,19
7,129,19
8,160,19
3,119,4
4,33,4
6,437,4
7,195,4
8,14,4
1,182,16
2,15,16
3,8,16
5,2,16
6,448,16
7,66,16
8,26,16
9,51,16
3,88,13
4,360,13
5,3,13
8,347,13
1,68,10
5,8,10
8,722,10
0,428,9
1,265,9
3,95,9
7,10,9
2,88,5
3,18,5
6,4,5
8,688,5
1,700,18
2,32,18
7,1,18
8,64,18
1,342,15
3,64,15
4,370,15
5,21,15
0,335,2
1,7,2
6,456,2
1,64,8
2,565,8
4,3,8
6,106,8
8,60,8
2,647,3
4,110,3
6,33,3
8,8,3
1,5,13
2,1,13
4,660,13
5,88,13
6,42,13
7,2,13
5,4,5
6,1,5
7,5,5
9,788,5
3,364,7
6,435,7
1,4,0
2,89,0
4,392,0
5,4,0
8,308,0
2,716,19
3,62,19
8,8,19
9,12,19
0,4,16
1,228,16
2,494,16
3,9,16
5,30,16
7,1,16
9,32,16
1,65,8
4,32,8
5,1,8
6,67,8
7,620,8
8,10,8
9,3,8
2,43,11
5,738,11
8,15,11
9,3,11
0,44,2
1,21,2
4,700,2
5,24,2
8,8,2
2,94,1
3,638,1
4,47,1
6,10,1
7,9,1
0,4,12
4,1,12
6,721,12
7,20,12
8,29,12
9,22,12
2,349,4
3,35,4
5,223,4
8,190,4
9,1,4
1,22,10
4,40,10
6,730,10
7,7,10
0,776,18
4,23,18
1,1,17
2,6,17
4,156,17
7,434,17
9,201,17
0,3,14
3,504,14
5,138,14
7,133,14
8,8,14
9,11,14
0,10,9
1,410,9
3,3,9
4,14,9
6,341,9
8,1,9
9,18,9
6,790,6
7,1,6
8,7,6
0,122,15
1,89,15
3,19,15
5,152,15
6,2,15
7,398,15
8,15,15
5,19,14
6,8,14
8,771,14
2,2,16
4,296,16
5,484,16
6,6,16
7,2,16
8,4,16
9,4,16
0,1,15
2,23,15
5,20,15
6,3,15
7,39,15
9,712,15
0,7,5
1,199,5
3,332,5
5,238,5
7,16,5
8,4,5
0,108,2
7,688,2
9,2,2
0,54,12
1,49,12
3,12,12
5,93,12
7,278,12
8,307,12
9,4,12
0,1,0
2,731,0
5,23,0
6,38,0
9,4,0
1,7,10
2,96,10
3,1,10
6,16,10
7,642,10
8,31,10
9,4,10
0,315,8
9,484,8
1,19,18
5,761,18
6,4,18
7,12,18
8,1,18
1,108,4
3,679,4
5,12,4
2,112,3
7,688,3
0,292,17
3,64,17
4,42,17
7,72,17
8,312,17
9,17,17
3,22,11
4,756,11
5,19,11
7,1,11
1,12,7
2,7,7
3,295,7
4,35,7
7,234,7
8,204,7
9,10,7
4,309,9
7,490,9
0,172,1
1,276,1
2,17,1
3,200,1
5,45,1
8,6,1
9,80,1
0,28,6
2,306,6
4,19,6
5,116,6
7,328,6
3,6,19
4,165,19
7,288,19
8,295,19
9,43,19
1,396,13
2,220,13
3,23,13
4,116,13
9,44,13
0,124,5
2,64,5
3,16,5
4,202,5
6,120,5
7,273,5
0,3,18
1,23,18
3,206,18
7,24,18
8,543,18
0,56,7
2,2,7
4,32,7
6,659,7
8,48,7
0,12,12
2,341,12
4,1,12
5,293,12
7,115,12
8,36,12
1,15,14
3,35,14
5,18,14
6,172,14
8,157,14
9,400,14
0,1,2
1,418,2
2,122,2
4,209,2
7,10,2
8,37,2
1,64,16
4,586,16
9,148,16
3,9,0
5,72,0
6,92,0
7,106,0
8,520,0
5,100,13
6,690,13
8,8,13
0,173,6
1,441,6
3,39,6
5,29,6
6,3,6
8,112,6
1,193,3
2,288,3
3,216,3
4,47,3
6,44,3
8,10,3
0,332,1
2,20,1
5,10,1
6,24,1
7,410,1
1,4,9
3,5,9
5,173,9
6,93,9
7,456,9
8,65,9
0,1,10
2,3,10
3,48,10
4,2,10
5,8,10
7,561,10
8,112,10
9,60,10
1,115,11
2,6,11
4,2,11
6,212,11
7,3,11
9,460,11
0,104,8
4,15,8
7,20,8
8,11,8
9,648,8
0,6,15
2,36,15
3,2,15
4,22,15
6,128,15
7,356,15
8,20,15
9,228,15
1,284,17
4,357,17
5,21,17
6,20,17
7,116,17
0,60,4
3,300,4
4,72,4
6,20,4
9,345,4
0,2,19
1,13,19
3,14,19
4,23,19
6,8,19
7,738,19
1,3,17
2,105,17
3,17,17
5,4,17
6,407,17
7,245,17
9,16,17
1,694,5
2,12,5
3,52,5
4,2,5
8,38,5
2,17,15
4,3,15
5,459,15
6,316,15
8,3,15
2,36,14
3,713,14
9,49,14
0,431,2
2,5,2
3,219,2
4,140,2
7,4,2
0,19,16
5,1,16
7,579,16
8,200,16
6,9,1
7,708,1
8,64,1
9,16,1
4,139,13
5,46,13
6,231,13
7,60,13
9,322,13
3,116,0
5,412,0
6,175,0
7,62,0
9,34,0
4,9,4
7,31,4
8,759,4
0,116,11
2,5,11
3,42,11
5,145,11
6,230,11
8,259,11
1,596,6
2,192,6
5,4,6
6,3,6
9,2,6
1,218,19
2,110,19
3,6,19
4,281,19
5,88,19
6,4,19
8,4,19
9,86,19
1,21,10
3,29,10
5,744,10
8,4,10
1,2,3
3,116,3
4,1,3
7,680,3
2,326,12
3,3,12
4,7,12
5,2,12
8,458,12
9,2,12
1,28,8
3,13,8
4,708,8
6,24,8
8,10,8
9,14,8
1,8,9
2,23,9
4,218,9
5,488,9
7,57,9
9,4,9
1,144,18
2,7,18
4,77,18
6,441,18
7,3,18
8,126,18
0,1,7
4,79,7
6,538,7
8,179,7
9,1,7
0,104,5
2,371,5
3,135,5
4,91,5
6,2,5
7,93,5
8,1,5
6,20,11
7,128,11
8,134,11
9,516,11
2,99,8
3,453,8
4,3,8
5,70,8
6,10,8
7,16,8
8,116,8
9,31,8
1,1,13
6,109,13
7,688,13
0,18,17
1,4,17
2,640,17
3,4,17
4,75,17
7,19,17
8,36,17
4,689,16
5,2,16
7,108,16
1,6,6
2,8,6
5,5,6
7,607,6
8,172,6
0,266,9
2,18,9
9,515,9
2,203,15
3,2,15
4,113,15
9,480,15
2,350,12
4,4,12
5,31,12
7,4,12
8,408,12
0,1,19
4,4,19
5,86,19
7,632,19
8,74,19
0,166,0
1,214,0
3,283,0
4,81,0
8,54,0
2,20,10
3,760,10
6,3,10
7,15,10
0,79,2
1,167,2
2,2,2
3,32,2
4,15,2
6,363,2
9,140,2
6,741,4
7,57,4
0,89,7
1,2,7
3,501,7
5,185,7
7,18,7
9,2,7
2,786,1
7,10,1
8,2,1
0,43,14
1,1,14
3,112,14
6,522,14
8,120,14
1,592,18
2,26,18
3,43,18
5,112,18
6,22,18
8,4,18
0,3,3
3,327,3
4,268,3
5,116,3
8,83,3
0,704,7
5,8,7
6,3,7
9,84,7
3,19,6
5,380,6
6,205,6
7,8,6
8,1,6
9,185,6
1,28,3
2,64,3
4,630,3
5,2,3
6,73,3
3,116,0
4,53,0
6,622,0
7,4,0
9,3,0
1,155,17
2,69,17
3,32,17
6,367,17
7,160,17
8,14,17
0,752,18
1,3,18
4,44,18
2,649,9
3,3,9
4,33,9
5,3,9
7,99,9
8,1,9
9,9,9
0,2,13
3,22,13
5,390,13
7,384,13
0,4,8
1,259,8
2,83,8
6,8,8
7,388,8
8,56,8
1,3,11
3,52,11
5,96,11
7,5,11
8,23,11
9,619,11
0,72,10
2,326,10
3,2,10
4,71,10
6,2,10
7,28,10
8,286,10
9,10,10
0,23,16
3,401,16
5,6,16
9,368,16
0,316,19
1,68,19
2,224,19
3,145,19
5,40,19
6,4,19
0,152,5
7,34,5
8,604,5
9,7,5
1,60,14
2,12,14
6,170,14
8,322,14
9,234,14
0,76,4
5,205,4
9,517,4
1,10,2
2,3,2
3,93,2
4,632,2
7,58,2
0,56,15
2,86,15
3,248,15
5,14,15
6,392,15
0,5,1
1,605,1
3,58,1
5,8,1
9,122,1
0,338,12
3,4,12
5,451,12
6,5,12
0,6,8
1,228,8
2,137,8
6,425,8
9,1,8
1,12,7
2,30,7
3,18,7
5,12,7
6,600,7
7,26,7
8,15,7
9,84,7
0,20,10
4,337,10
6,3,10
7,424,10
9,15,10
5,697,9
8,101,9
0,51,2
1,68,2
2,54,2
7,12,2
8,613,2
0,16,0
1,392,0
2,258,0
3,3,0
5,128,0
8,1,0
1,440,17
3,70,17
4,40,17
5,6,17
6,188,17
7,3,17
8,50,17
2,798,12
8,1,12
2,3,19
3,4,19
4,20,19
7,2,19
9,769,19
1,574,1
2,202,1
3,1,1
4,1,1
5,12,1
9,6,1
1,455,16
3,2,16
5,141,16
6,8,16
7,3,16
9,189,16
0,330,14
3,7,14
5,9,14
7,13,14
8,30,14
9,408,14
3,38,18
4,159,18
6,12,18
7,168,18
9,422,18
0,268,3
1,1,3
4,16,3
6,3,3
9,510,3
0,62,15
1,56,15
3,6,15
5,8,15
8,666,15
0,268,11
1,3,11
2,524,11
5,1,11
8,3,11
0,2,4
2,531,4
3,139,4
4,83,4
5,24,4
6,1,4
7,15,4
9,2,4
0,22,13
2,112,13
6,20,13
7,29,13
8,616,13
1,375,5
3,18,5
4,38,5
6,59,5
8,308,5
0,9,6
1,152,6
3,3,6
5,596,6
6,27,6
7,11,6
2,26,11
4,32,11
8,741,11
0,4,2
2,285,2
3,334,2
6,172,2
8,4,2
1,13,10
3,13,10
4,44,10
5,413,10
8,305,10
9,9,10
2,162,0
5,549,0
8,88,0
1,29,6
3,464,6
4,3,6
5,292,6
6,9,6
1,128,1
2,8,1
6,20,1
7,641,1
1,152,9
4,554,9
5,6,9
8,76,9
9,8,9
0,76,7
2,31,7
3,478,7
6,11,7
7,10,7
8,184,7
9,7,7
0,228,3
1,5,3
3,304,3
4,136,3
5,1,3
9,124,3
0,135,16
2,55,16
5,2,16
8,606,16
0,120,19
2,70,19
3,567,19
7,42,19
0,169,12
4,134,12
5,11,12
6,53,12
8,6,12
9,424,12
1,422,18
2,355,18
4,5,18
6,3,18
7,5,18
9,8,18
0,2,8
3,455,8
7,342,8
0,2,5
3,44,5
5,10,5
6,378,5
8,23,5
9,341,5
0,2,13
2,8,13
4,198,13
6,46,13
8,176,13
9,368,13
0,217,17
1,15,17
3,485,17
4,14,17
5,15,17
6,11,17
7,1,17
9,39,17
0,398,15
2,134,15
4,250,15
5,7,15
6,4,15
7,1,15
8,3,15
0,79,14
1,704,14
2,4,14
3,12,14
8,798,4
4,6,15
9,792,15
0,1,6
1,774,6
5,10,6
7,6,6
9,7,6
5,233,11
6,377,11
7,188,11
0,5,9
2,540,9
4,70,9
5,30,9
6,152,9
1,137,8
3,1,8
4,219,8
5,435,8
6,6,8
0,151,18
3,61,18
4,5,18
6,20,18
7,473,18
8,84,18
9,4,18
3,66,1
4,156,1
6,228,1
7,294,1
8,12,1
9,42,1
6,800,3
3,31,16
4,712,16
5,12,16
7,34,16
8,8,16
0,163,5
1,500,5
2,17,5
7,100,5
8,16,5
1,388,7
2,4,7
3,104,7
6,3,7
9,300,7
0,1,10
2,508,10
3,11,10
5,11,10
7,194,10
9,72,10
2,139,13
3,5,13
5,136,13
6,517,13
1,107,17
2,4,17
5,676,17
7,1,17
8,10,17
3,240,14
4,264,14
5,288,14
8,8,14
0,4,12
4,7,12
5,644,12
7,32,12
8,12,12
9,100,12
0,20,19
3,3,19
4,4,19
8,772,19
1,32,2
4,698,2
6,68,2
8,1,2
3,214,4
4,125,4
6,5,4
8,85,4
9,368,4
3,65,0
4,148,0
5,460,0
6,40,0
7,52,0
9,31,0
0,2,15
1,59,15
2,725,15
3,3,15
5,1,15
7,6,15
0,33,4
3,3,4
5,4,4
6,752,4
8,6,4
1,8,11
2,614,11
4,2,11
5,10,11
6,157,11
8,7,11
0,441,6
1,16,6
2,1,6
3,199,6
7,37,6
8,61,6
9,42,6
0,164,2
1,2,2
3,394,2
4,81,2
5,127,2
8,29,2
0,50,8
1,6,8
3,421,8
6,224,8
8,2,8
9,94,8
0,130,10
1,652,10
5,6,10
6,8,10
9,1,10
1,722,0
2,13,0
3,47,0
5,14,0
8,2,0
0,108,12
1,40,12
2,409,12
4,44,12
5,9,12
7,52,12
9,134,12
1,4,17
2,56,17
3,456,17
8,133,17
9,149,17
0,8,14
1,12,14
4,40,14
7,454,14
8,279,14
9,5,14
0,230,1
1,467,1
2,50,1
6,44,1
7,8,1
2,4,13
4,27,13
5,121,13
6,1,13
7,8,13
8,632,13
9,4,13
2,11,18
5,16,18
7,91,18
8,24,18
9,656,18
1,72,3
2,4,3
5,517,3
9,205,3
1,459,7
5,97,7
7,243,7
1,193,5
4,19,5
7,587,5
2,457,16
3,33,16
5,52,16
8,255,16
1,460,19
2,17,19
3,3,19
4,309,19
7,4,19
9,4,19
0,139,9
3,92,9
4,1,9
6,245,9
8,320,9
0,3,6
1,7,6
6,786,6
8,2,6
0,64,8
3,65,8
6,619,8
8,7,8
9,43,8
0,107,16
4,559,16
5,52,16
7,60,16
9,19,16
0,458,18
2,258,18
3,80,18
8,2,18
0,28,3
1,19,3
4,10,3
7,711,3
9,29,3
3,624,12
5,1,12
6,15,12
7,157,12
1,336,1
2,15,1
3,70,1
4,164,1
8,212,1
0,496,14
1,21,14
3,1,14
5,110,14
8,16,14
9,154,14
1,14,11
4,22,11
5,242,11
6,517,11
7,2,11
0,204,9
1,20,9
7,574,9
1,6,17
2,16,17
3,19,17
6,10,17
8,748,17
0,37,2
2,201,2
4,1,2
6,82,2
7,476,2
2,432,5
3,341,5
4,3,5
5,8,5
6,1,5
8,11,5
9,2,5
1,687,0
2,88,0
6,2,0
7,20,0
0,120,19
3,48,19
4,7,19
6,2,19
7,413,19
9,207,19
2,19,13
3,217,13
7,185,13
9,377,13
0,9,7
1,12,7
2,12,7
4,131,7
9,633,7
0,28,4
1,262,4
3,352,4
4,3,4
7,16,4
8,13,4
9,124,4
1,13,15
4,652,15
5,133,15
0,11,10
1,128,10
2,466,10
4,3,10
6,136,10
7,53,10
0,154,19
3,6,19
4,109,19
5,172,19
6,352,19
8,4,19
0,24,13
1,72,13
3,20,13
4,519,13
7,124,13
8,39,13
1,449,5
3,85,5
4,26,5
5,2,5
7,15,5
9,220,5
0,1,9
2,2,9
5,407,9
6,65,9
7,312,9
8,10,9
0,565,14
6,19,14
7,111,14
9,103,14
1,8,8
4,26,8
5,234,8
8,2,8
9,528,8
1,784,18
6,4,18
9,8,18
0,94,11
2,98,11
3,466,11
5,1,11
7,56,11
8,6,11
9,76,11
0,10,2
1,126,2
2,1,2
4,208,2
5,37,2
6,348,2
8,67,2
0,204,10
1,5,10
3,308,10
4,269,10
6,4,10
8,7,10
1,108,17
2,248,17
3,91,17
5,16,17
7,64,17
8,264,17
9,6,17
3,12,6
4,196,6
5,19,6
6,272,6
8,252,6
9,47,6
0,475,12
1,13,12
6,245,12
8,65,12
1,4,16
2,40,16
3,753,16
0,56,3
1,325,3
2,3,3
4,42,3
8,372,3
2,78,1
3,62,1
6,659,1
0,696,4
7,22,4
9,80,4
0,517,7
1,49,7
3,20,7
6,172,7
8,40,7
1,24,15
3,738,15
4,4,15
7,3,15
9,29,15
5,1,0
6,448,0
8,350,0
1,364,6
2,30,6
3,3,6
7,389,6
8,12,6
2,6,0
3,230,0
4,58,0
5,5,0
7,499,0
2,277,2
3,5,2
5,15,2
6,205,2
8,163,2
9,132,2
0,54,19
4,317,19
5,339,19
7,18,19
8,5,19
9,64,19
0,175,1
1,2,1
2,579,1
4,4,1
5,33,1
7,3,1
8,2,1
1,208,10
3,4,10
5,108,10
7,3,10
9,475,10
2,4,8
6,4,8
9,791,8
2,162,11
3,1,11
5,32,11
7,29,11
8,573,11
0,68,4
4,96,4
5,4,4
6,139,4
8,35,4
9,456,4
0,11,5
1,9,5
2,1,5
6,672,5
7,8,5
8,96,5
0,20,14
2,696,14
5,1,14
7,81,14
2,143,17
4,14,17
6,12,17
7,104,17
8,524,17
1,149,3
2,31,3
4,6,3
5,107,3
7,504,3
0,257,16
2,11,16
4,320,16
5,4,16
6,7,16
7,76,16
8,122,16
1,283,9
3,478,9
6,22,9
7,16,9
0,4,18
3,11,18
4,604,18
6,164,18
8,16,18
0,64,13
1,455,13
4,2,13
7,2,13
9,275,13
0,30,12
1,480,12
2,21,12
4,254,12
5,12,12
1,475,15
3,13,15
4,21,15
6,193,15
8,96,15
0,212,7
4,4,7
5,1,7
7,495,7
9,86,7
0,2,15
1,180,15
2,3,15
3,11,15
4,476,15
5,12,15
6,13,15
8,99,15
0,8,0
2,26,0
3,408,0
4,129,0
5,32,0
8,3,0
9,190,0
2,176,18
4,582,18
5,8,18
7,23,18
8,8,18
1,421,2
2,3,2
4,205,2
5,32,2
6,131,2
7,4,2
1,208,17
3,1,17
4,22,17
5,568,17
5,269,9
6,235,9
8,7,9
9,288,9
0,6,14
2,3,14
4,78,14
5,136,14
7,1,14
9,573,14
0,454,16
2,34,16
3,14,16
4,296,16
0,328,13
4,53,13
5,208,13
6,209,13
0,4,7
1,16,7
5,515,7
6,95,7
8,1,7
9,167,7
1,97,6
4,142,6
9,560,6
1,8,4
2,219,4
5,550,4
8,20,4
0,2,11
1,164,11
2,592,11
3,29,11
7,4,11
8,1,11
9,4,11
0,190,5
4,1,5
5,256,5
7,334,5
8,14,5
9,2,5
1,485,8
4,5,8
5,305,8
0,141,10
1,15,10
4,13,10
6,518,10
7,110,10
0,6,1
1,119,1
3,15,1
4,68,1
5,387,1
6,128,1
7,70,1
9,4,1
0,51,12
4,319,12
6,59,12
7,7,12
9,360,12
0,628,3
1,2,3
3,16,3
5,8,3
6,108,3
8,36,3
0,103,19
1,50,19
4,558,19
5,44,19
7,32,19
8,12,19
2,366,14
3,77,14
5,348,14
9,8,14
1,220,6
2,260,6
7,255,6
8,63,6
0,18,2
1,27,2
2,4,2
4,397,2
5,274,2
7,71,2
8,7,2
0,1,10
1,6,10
2,8,10
3,460,10
7,2,10
8,319,10
5,155,3
6,245,3
7,399,3
0,17,13
1,18,13
2,56,13
3,289,13
4,396,13
5,3,13
8,14,13
9,4,13
1,3,7
2,446,7
5,317,7
6,3,7
7,29,7
1,20,15
4,12,15
7,2,15
8,728,15
9,36,15
0,748,1
3,2,1
6,14,1
9,35,1
0,345,5
2,16,5
3,437,5
2,16,4
6,196,4
9,588,4
1,765,12
3,1,12
9,32,12
1,332,0
2,24,0
5,331,0
7,2,0
8,110,0
1,4,16
2,447,16
4,10,16
5,6,16
9,330,16
1,307,9
2,45,9
4,4,9
5,63,9
7,81,9
8,297,9
0,12,17
1,28,17
2,303,17
3,183,17
6,96,17
8,123,17
9,52,17
0,68,19
5,725,19
8,6,19
5,11,11
7,391,11
9,397,11
0,162,8
1,100,8
3,24,8
6,1,8
7,72,8
8,192,8
9,246,8
1,7,18
2,461,18
3,48,18
4,18,18
6,52,18
7,171,18
9,40,18
1,352,19
2,372,19
4,5,19
6,69,19
1,14,11
2,78,11
3,425,11
4,12,11
6,255,11
8,13,11
2,656,2
4,38,2
5,4,2
9,100,2
2,4,1
3,176,1
5,462,1
9,156,1
4,4,14
5,790,14
6,1,14
8,3,14
0,34,4
2,245,4
3,59,4
4,12,4
5,252,4
6,20,4
9,176,4
1,724,0
3,32,0
4,18,0
9,24,0
1,432,6
2,168,6
3,76,6
4,32,6
5,5,6
6,84,6
0,192,16
4,140,16
8,432,16
9,36,16
2,548,5
3,40,5
5,48,5
8,140,5
9,21,5
0,413,15
1,27,15
5,223,15
8,8,15
9,128,15
0,1,3
1,771,3
5,27,3
0,10,17
4,32,17
8,436,17
9,321,17
1,18,8
5,42,8
6,222,8
7,424,8
8,13,8
9,79,8
0,31,10
2,4,10
3,8,10
4,272,10
7,2,10
8,228,10
9,252,10
0,1,13
1,3,13
4,718,13
8,42,13
9,34,13
5,217,12
7,22,12
8,551,12
9,8,12
0,255,7
1,533,7
4,11,7
0,136,9
1,2,9
2,424,9
5,101,9
7,128,9
8,2,9
9,4,9
4,91,18
5,621,18
6,2,18
7,1,18
9,83,18
0,328,13
1,157,13
2,152,13
5,3,13
7,159,13
0,240,9
1,10,9
4,521,9
6,16,9
8,10,9
0,48,15
1,14,15
2,283,15
3,416,15
6,38,15
0,523,7
2,97,7
3,2,7
4,8,7
5,167,7
1,2,0
2,5,0
6,474,0
7,71,0
8,246,0
1,782,18
3,5,18
4,2,18
5,9,18
0,266,4
5,412,4
7,92,4
8,27,4
0,192,14
3,12,14
6,434,14
