0,8,16
5,10,18
6,16,18
7,6,18
8,49,18
9,49,18
0,79,4
1,168,4
2,272,4
3,82,4
4,4,4
5,5,4
6,2,4
7,20,4
8,82,4
9,82,4
0,446,10
1,1,10
2,4,10
3,16,10
4,88,10
5,21,10
6,19,10
7,14,10
8,71,10
9,116,10
0,261,5
1,2,5
2,192,5
3,32,5
4,23,5
5,86,5
6,4,5
7,10,5
8,20,5
9,167,5
0,273,12
1,31,12
2,14,12
3,4,12
4,22,12
5,14,12
6,395,12
8,32,12
9,11,12
0,33,14
1,141,14
3,93,14
5,18,14
6,57,14
7,412,14
8,38,14
9,4,14
1,20,19
2,89,19
3,31,19
4,164,19
5,273,19
6,83,19
7,54,19
9,82,19
0,62,8
1,12,8
2,1,8
3,311,8
4,103,8
5,86,8
6,9,8
7,125,8
8,76,8
9,11,8
0,103,5
1,10,5
4,139,5
5,117,5
6,249,5
7,2,5
8,79,5
9,98,5
0,52,3
1,37,3
2,1,3
3,83,3
4,315,3
5,133,3
6,95,3
8,80,3
0,41,12
1,369,12
2,125,12
3,34,12
5,22,12
6,69,12
7,44,12
8,60,12
9,32,12
0,24,9
1,19,9
3,50,9
4,17,9
5,60,9
6,38,9
7,552,9
8,6,9
9,31,9
0,23,18
1,5,18
2,64,18
3,287,18
4,2,18
5,125,18
6,41,18
8,56,18
9,193,18
0,13,7
1,191,7
2,15,7
3,176,7
4,8,7
5,14,7
6,252,7
8,40,7
9,87,7
0,126,6
1,402,6
2,43,6
3,76,6
4,5,6
5,30,6
6,40,6
7,50,6
8,1,6
9,22,6
0,18,11
1,16,11
2,7,11
3,20,11
4,26,11
5,2,11
6,72,11
7,132,11
8,504,11
0,48,13
1,7,13
2,172,13
3,1,13
5,54,13
6,95,13
7,4,13
8,409,13
9,6,13
0,3,4
3,114,4
4,88,4
5,311,4
6,184,4
7,20,4
8,14,4
9,63,4
0,11,10
1,75,10
3,78,10
4,499,10
5,12,10
6,10,10
7,39,10
8,11,10
9,63,10
0,75,16
1,53,16
3,62,16
4,26,16
5,45,16
6,155,16
7,374,16
8,4,16
9,2,16
0,4,0
1,1,0
2,13,0
3,64,0
4,383,0
5,129,0
6,110,0
7,20,0
9,73,0
0,363,2
1,157,2
2,87,2
3,24,2
4,9,2
5,8,2
6,23,2
7,58,2
8,67,2
9,1,2
0,27,1
1,19,1
2,21,1
3,152,1
5,33,1
7,70,1
8,13,1
9,460,1
0,27,15
1,147,15
3,73,15
4,13,15
5,2,15
6,196,15
7,141,15
8,196,15
9,1,15
0,361,17
1,68,17
2,57,17
3,22,17
4,52,17
6,52,17
7,28,17
9,156,17
0,53,3
1,37,3
4,63,3
5,51,3
6,115,3
7,44,3
8,344,3
9,91,3
0,2,6
1,12,6
2,4,6
3,167,6
4,122,6
5,19,6
6,44,6
7,172,6
8,145,6
9,108,6
0,9,16
1,390,16
2,42,16
3,7,16
4,17,16
6,59,16
7,80,16
8,159,16
9,34,16
0,20,12
1,201,12
2,5,12
4,208,12
5,222,12
6,35,12
7,42,12
8,16,12
9,48,12
0,61,19
1,2,19
2,112,19
3,29,19
4,279,19
6,46,19
8,25,19
9,241,19
0,267,10
1,16,10
2,40,10
3,5,10
4,168,10
5,73,10
6,2,10
8,133,10
9,92,10
2,81,9
3,208,9
4,12,9
5,219,9
6,10,9
7,21,9
8,79,9
9,167,9
0,34,14
1,60,14
2,37,14
3,179,14
4,206,14
5,20,14
6,85,14
7,1,14
8,87,14
9,87,14
0,137,8
1,174,8
2,68,8
3,37,8
4,4,8
5,129,8
6,42,8
7,34,8
8,140,8
9,30,8
1,31,5
2,75,5
3,128,5
4,303,5
5,84,5
6,52,5
8,10,5
9,114,5
0,118,7
1,16,7
2,164,7
3,4,7
4,104,7
5,192,7
6,164,7
7,8,7
8,27,7
9,1,7
0,48,18
1,280,18
2,89,18
3,120,18
4,66,18
5,80,18
6,19,18
7,30,18
8,63,18
0,6,13
1,68,13
2,7,13
3,193,13
4,194,13
5,164,13
7,17,13
8,36,13
9,112,13
0,4,1
1,8,1
2,8,1
3,31,1
4,3,1
5,12,1
6,398,1
8,9,1
9,324,1
0,20,11
1,6,11
2,8,11
3,176,11
4,2,11
5,265,11
6,72,11
7,10,11
8,237,11
0,148,4
1,19,4
2,72,4
3,1,4
4,112,4
5,102,4
6,152,4
7,56,4
8,68,4
9,67,4
0,29,17
1,65,17
2,224,17
3,92,17
5,84,17
6,5,17
7,68,17
8,117,17
9,112,17
0,42,15
1,44,15
2,22,15
3,30,15
4,534,15
5,24,15
6,79,15
8,1,15
9,19,15
1,95,0
2,46,0
3,6,0
4,99,0
5,10,0
6,161,0
7,4,0
8,330,0
9,45,0
0,350,2
1,176,2
2,27,2
3,50,2
4,87,2
5,62,2
6,44,2
0,357,7
1,55,7
2,6,7
3,2,7
4,28,7
5,77,7
6,156,7
7,28,7
8,85,7
9,2,7
0,54,14
1,10,14
2,120,14
3,5,14
4,35,14
5,220,14
6,7,14
7,88,14
8,231,14
9,28,14
0,53,19
1,28,19
3,44,19
4,28,19
5,67,19
6,63,19
7,35,19
8,96,19
9,381,19
0,93,15
1,23,15
2,5,15
3,8,15
4,3,15
5,121,15
6,5,15
7,62,15
8,221,15
9,255,15
0,165,3
1,264,3
2,55,3
3,76,3
5,16,3
6,212,3
7,4,3
8,1,3
9,2,3
0,69,12
1,73,12
2,87,12
3,143,12
4,54,12
5,141,12
6,16,12
7,64,12
8,95,12
9,53,12
0,180,8
1,71,8
2,192,8
3,88,8
4,90,8
5,50,8
7,55,8
8,22,8
9,49,8
0,76,6
3,173,6
4,113,6
5,388,6
6,7,6
7,32,6
8,5,6
9,3,6
0,114,0
1,129,0
2,9,0
3,188,0
4,9,0
5,115,0
6,118,0
7,9,0
8,90,0
9,15,0
0,4,5
1,41,5
2,23,5
3,221,5
4,462,5
5,3,5
6,20,5
8,16,5
9,6,5
0,88,4
1,65,4
2,11,4
3,4,4
4,207,4
5,40,4
6,58,4
7,181,4
8,80,4
9,63,4
0,50,13
1,198,13
2,240,13
3,2,13
4,14,13
6,28,13
7,16,13
8,244,13
9,4,13
0,52,10
1,302,10
2,27,10
4,15,10
5,20,10
6,84,10
7,219,10
8,74,10
9,3,10
0,1,17
1,345,17
2,230,17
3,4,17
4,3,17
5,4,17
6,37,17
7,90,17
8,69,17
9,13,17
0,38,16
2,12,16
3,196,16
5,26,16
6,208,16
7,143,16
8,40,16
9,132,16
0,148,2
1,15,2
3,35,2
4,24,2
5,36,2
6,195,2
7,204,2
8,138,2
9,2,2
0,260,18
1,73,18
2,68,18
3,29,18
5,16,18
6,212,18
8,81,18
9,59,18
0,315,9
1,38,9
2,13,9
3,111,9
4,71,9
5,94,9
6,102,9
7,39,9
8,13,9
0,33,11
1,80,11
2,129,11
4,2,11
5,155,11
6,3,11
7,197,11
8,93,11
9,104,11
0,80,1
1,49,1
2,4,1
3,111,1
4,16,1
5,14,1
6,276,1
7,136,1
8,35,1
9,75,1
1,381,12
3,42,12
4,339,12
5,11,12
6,4,12
8,21,12
0,24,16
1,28,16
2,1,16
3,201,16
4,236,16
5,2,16
6,96,16
7,17,16
8,99,16
9,91,16
0,107,1
1,52,1
2,247,1
3,3,1
4,99,1
5,4,1
6,17,1
7,52,1
8,187,1
9,28,1
0,242,17
1,233,17
2,5,17
3,16,17
4,4,17
5,19,17
6,152,17
7,40,17
8,48,17
9,36,17
0,184,19
1,5,19
2,273,19
3,19,19
4,11,19
5,164,19
6,44,19
7,47,19
9,50,19
0,150,5
1,16,5
2,136,5
4,79,5
5,12,5
6,320,5
7,71,5
8,12,5
0,3,11
1,101,11
2,60,11
3,316,11
4,27,11
5,60,11
6,104,11
7,117,11
9,8,11
0,41,8
1,55,8
2,202,8
3,109,8
5,107,8
6,137,8
7,7,8
8,88,8
9,50,8
0,472,0
1,9,0
2,16,0
3,46,0
4,8,0
5,16,0
6,164,0
7,24,0
8,12,0
9,28,0
0,86,9
1,68,9
3,28,9
4,64,9
6,5,9
7,419,9
8,44,9
9,81,9
0,35,10
1,9,10
3,46,10
4,196,10
5,88,10
6,3,10
7,128,10
8,217,10
9,73,10
0,121,3
1,76,3
2,166,3
3,29,3
4,16,3
5,379,3
6,3,3
7,5,3
8,1,3
0,77,4
1,21,4
2,168,4
3,20,4
5,4,4
6,408,4
7,73,4
8,24,4
0,1,6
1,177,6
2,272,6
3,3,6
4,6,6
5,23,6
6,28,6
7,38,6
8,240,6
9,8,6
0,156,18
1,48,18
2,20,18
3,106,18
4,5,18
5,90,18
6,105,18
7,16,18
8,87,18
9,162,18
2,44,2
3,174,2
4,69,2
5,16,2
6,1,2
7,410,2
8,7,2
9,76,2
0,25,7
1,402,7
2,232,7
4,3,7
5,8,7
6,93,7
7,3,7
8,24,7
9,6,7
1,77,14
2,53,14
3,4,14
4,6,14
5,48,14
6,513,14
7,44,14
8,50,14
0,4,13
1,39,13
2,4,13
3,75,13
4,37,13
6,112,13
7,8,13
8,489,13
9,28,13
0,36,15
2,8,15
3,153,15
4,135,15
5,24,15
6,84,15
7,31,15
8,324,15
9,1,15
0,228,17
2,50,17
3,170,17
4,6,17
5,220,17
6,24,17
7,38,17
8,2,17
9,58,17
0,53,7
1,41,7
2,4,7
3,27,7
4,73,7
5,289,7
6,54,7
7,2,7
8,95,7
9,158,7
0,52,1
1,58,1
2,28,1
4,1,1
5,176,1
6,251,1
7,81,1
9,149,1
0,180,5
1,41,5
2,77,5
4,8,5
5,191,5
7,144,5
8,25,5
9,132,5
0,72,16
1,56,16
2,36,16
3,12,16
4,75,16
5,57,16
6,171,16
7,46,16
8,4,16
9,268,16
0,32,14
1,1,14
2,16,14
3,225,14
4,347,14
5,108,14
7,14,14
8,41,14
9,12,14
0,8,0
1,23,0
2,32,0
3,40,0
4,20,0
5,177,0
6,225,0
7,6,0
8,95,0
9,170,0
0,22,2
1,12,2
2,2,2
3,442,2
4,2,2
5,153,2
6,30,2
7,8,2
8,93,2
9,32,2
0,60,3
1,1,3
2,293,3
3,172,3
4,126,3
6,88,3
8,45,3
9,11,3
0,86,11
1,34,11
2,52,11
3,148,11
4,4,11
5,13,11
6,28,11
7,162,11
8,48,11
9,220,11
0,2,6
1,50,6
2,198,6
3,45,6
4,16,6
5,246,6
6,41,6
7,48,6
8,16,6
9,133,6
0,21,4
1,1,4
2,29,4
3,187,4
4,24,4
5,23,4
6,177,4
7,64,4
8,269,4
0,8,19
1,80,19
2,426,19
3,14,19
4,10,19
5,1,19
6,44,19
7,4,19
8,206,19
9,4,19
0,171,8
1,12,8
2,180,8
3,124,8
4,6,8
5,66,8
6,16,8
7,204,8
8,13,8
9,4,8
0,56,15
1,16,15
2,510,15
3,20,15
4,76,15
5,15,15
6,44,15
8,52,15
9,6,15
0,7,12
1,12,12
2,578,12
3,24,12
4,59,12
5,33,12
6,32,12
7,7,12
9,44,12
0,64,13
1,72,13
2,33,13
4,25,13
5,308,13
6,4,13
7,108,13
8,174,13
9,6,13
1,484,9
2,8,9
3,104,9
4,16,9
5,10,9
6,148,9
7,6,9
8,10,9
9,10,9
0,20,18
1,83,18
2,76,18
3,8,18
4,102,18
5,120,18
7,163,18
8,119,18
9,106,18
0,332,10
1,18,10
2,128,10
3,13,10
6,212,10
7,37,10
8,12,10
9,44,10
0,364,19
1,12,19
2,48,19
3,5,19
4,17,19
5,85,19
6,36,19
7,9,19
8,31,19
9,189,19
0,2,3
1,38,3
2,6,3
3,380,3
4,38,3
5,12,3
6,33,3
7,169,3
8,72,3
9,47,3
0,32,8
2,2,8
3,164,8
4,128,8
5,64,8
6,83,8
7,103,8
8,184,8
9,37,8
0,58,4
1,24,4
2,82,4
3,1,4
4,241,4
5,128,4
6,116,4
7,118,4
8,28,4
1,62,17
2,7,17
3,107,17
4,23,17
5,3,17
6,183,17
8,198,17
9,214,17
0,57,15
1,36,15
2,121,15
4,17,15
5,8,15
6,60,15
7,41,15
8,340,15
9,116,15
1,33,5
2,212,5
3,126,5
4,8,5
5,23,5
6,277,5
7,109,5
8,6,5
9,1,5
0,15,10
1,7,10
2,379,10
3,177,10
4,23,10
5,2,10
6,5,10
8,159,10
9,29,10
0,188,9
1,30,9
2,92,9
3,33,9
4,49,9
5,163,9
7,104,9
8,10,9
9,128,9
0,35,13
1,188,13
2,33,13
3,68,13
5,100,13
6,18,13
7,36,13
8,92,13
9,227,13
0,28,2
2,444,2
3,22,2
4,192,2
5,7,2
6,27,2
7,1,2
8,2,2
9,74,2
0,88,11
1,5,11
2,161,11
3,56,11
4,3,11
5,192,11
7,86,11
9,205,11
1,64,18
2,26,18
3,14,18
4,242,18
5,14,18
6,53,18
7,102,18
8,144,18
9,137,18
0,113,6
1,221,6
2,265,6
3,32,6
4,43,6
5,61,6
6,29,6
9,32,6
0,1,12
1,263,12
2,18,12
4,16,12
5,101,12
6,103,12
7,71,12
8,203,12
9,20,12
0,98,1
1,147,1
2,112,1
3,28,1
