0,6,12
9,211,12
0,249,0
1,27,0
2,148,0
3,93,0
4,8,0
5,17,0
6,15,0
7,110,0
8,129,0
0,288,11
1,21,11
2,78,11
3,20,11
5,10,11
6,105,11
7,2,11
9,272,11
0,16,14
1,33,14
2,88,14
4,62,14
5,83,14
6,323,14
7,17,14
8,172,14
0,55,18
1,123,18
2,125,18
3,24,18
4,36,18
5,40,18
6,375,18
7,9,18
8,9,18
0,79,10
1,84,10
2,368,10
3,214,10
4,29,10
5,4,10
6,3,10
7,12,10
9,4,10
1,175,16
3,46,16
4,112,16
5,201,16
6,114,16
7,44,16
8,100,16
9,4,16
0,182,3
1,5,3
2,34,3
3,222,3
4,3,3
5,190,3
6,32,3
7,36,3
8,92,3
1,5,0
2,20,0
4,44,0
5,511,0
6,45,0
7,60,0
8,108,0
9,4,0
0,6,4
1,121,4
3,240,4
4,17,4
5,101,4
6,72,4
7,40,4
8,190,4
9,8,4
0,40,17
1,7,17
2,6,17
3,2,17
5,403,17
6,242,17
7,81,17
8,12,17
9,3,17
0,8,2
1,233,2
2,38,2
3,350,2
5,9,2
6,10,2
7,53,2
8,48,2
9,47,2
0,70,6
1,153,6
2,4,6
3,20,6
4,148,6
5,66,6
6,128,6
7,16,6
8,36,6
9,153,6
0,66,8
1,6,8
2,295,8
3,60,8
4,27,8
5,88,8
6,27,8
7,76,8
8,4,8
9,148,8
0,27,19
1,188,19
2,56,19
3,15,19
4,149,19
5,51,19
6,180,19
8,40,19
9,91,19
0,98,1
2,68,1
3,145,1
5,63,1
6,43,1
7,40,1
8,91,1
9,249,1
0,75,7
1,3,7
2,253,7
3,56,7
4,180,7
5,18,7
6,106,7
7,13,7
8,38,7
9,55,7
0,20,13
1,83,13
2,68,13
3,23,13
4,281,13
5,42,13
6,216,13
7,14,13
8,20,13
9,29,13
0,7,12
1,256,12
2,14,12
3,85,12
4,87,12
5,6,12
6,1,12
7,195,12
8,141,12
9,4,12
0,124,9
1,189,9
2,104,9
3,287,9
4,58,9
5,8,9
6,3,9
7,2,9
8,13,9
9,8,9
0,44,15
1,136,15
2,151,15
3,16,15
4,1,15
5,22,15
6,3,15
7,200,15
8,7,15
9,216,15
0,118,5
1,53,5
2,52,5
3,24,5
4,42,5
5,427,5
6,23,5
8,44,5
9,12,5
0,26,17
1,7,17
2,335,17
4,8,17
5,20,17
6,4,17
7,388,17
9,9,17
1,3,8
2,17,8
3,13,8
5,14,8
6,150,8
7,215,8
8,371,8
9,14,8
0,288,16
1,61,16
2,102,16
3,74,16
5,68,16
6,41,16
7,108,16
8,28,16
9,25,16
0,70,4
1,66,4
2,20,4
3,167,4
5,3,4
6,445,4
8,24,4
9,1,4
0,59,10
1,12,10
2,115,10
3,4,10
4,58,10
5,12,10
6,15,10
7,20,10
8,383,10
9,119,10
0,8,5
1,48,5
2,88,5
3,3,5
4,51,5
5,61,5
6,5,5
7,14,5
8,497,5
9,21,5
0,50,19
1,4,19
2,217,19
3,66,19
4,1,19
5,153,19
6,53,19
7,162,19
8,7,19
9,82,19
0,2,12
1,4,12
2,1,12
3,95,12
4,24,12
5,192,12
7,41,12
8,1,12
9,436,12
0,86,18
1,117,18
2,1,18
3,27,18
4,104,18
5,160,18
6,28,18
7,20,18
8,252,18
9,1,18
0,5,15
1,58,15
2,33,15
3,70,15
4,29,15
5,188,15
6,368,15
8,33,15
9,12,15
0,109,0
1,23,0
2,173,0
3,10,0
4,37,0
5,304,0
6,6,0
7,48,0
8,23,0
9,63,0
1,11,6
2,132,6
3,136,6
4,23,6
5,11,6
6,32,6
7,26,6
8,9,6
9,416,6
0,44,11
1,40,11
2,85,11
3,62,11
4,62,11
5,349,11
6,53,11
7,33,11
9,68,11
0,2,13
1,6,13
2,360,13
3,8,13
4,80,13
5,124,13
6,3,13
7,38,13
8,17,13
9,158,13
0,20,1
1,98,1
2,13,1
3,20,1
4,5,1
5,344,1
6,13,1
7,84,1
8,102,1
9,96,1
0,60,9
1,45,9
2,62,9
3,91,9
4,320,9
5,153,9
6,3,9
7,9,9
8,4,9
9,48,9
0,65,7
1,67,7
2,159,7
4,12,7
5,272,7
6,71,7
7,4,7
8,90,7
9,56,7
0,41,3
1,2,3
2,168,3
3,27,3
4,23,3
5,231,3
6,23,3
7,98,3
8,121,3
9,63,3
0,51,14
1,98,14
3,25,14
4,37,14
5,11,14
7,123,14
8,193,14
9,258,14
0,134,2
2,57,2
3,184,2
4,19,2
5,5,2
6,71,2
7,30,2
8,110,2
9,186,2
0,9,0
1,78,0
2,77,0
3,306,0
5,283,0
6,30,0
7,6,0
8,1,0
9,5,0
0,30,14
1,18,14
2,40,14
3,36,14
4,359,14
5,41,14
6,28,14
7,28,14
9,216,14
0,4,1
1,24,1
3,228,1
4,12,1
5,3,1
6,94,1
7,349,1
8,68,1
9,13,1
0,71,17
1,19,17
2,110,17
3,8,17
4,199,17
5,134,17
6,36,17
7,15,17
8,7,17
9,198,17
1,399,12
2,75,12
3,2,12
4,130,12
5,17,12
6,42,12
8,16,12
9,116,12
0,1,10
1,337,10
2,11,10
3,27,10
4,7,10
5,240,10
6,9,10
7,12,10
8,29,10
9,124,10
0,32,4
1,304,4
2,13,4
4,125,4
5,86,4
6,1,4
8,4,4
9,232,4
0,68,5
1,476,5
2,1,5
3,41,5
4,160,5
5,21,5
6,7,5
7,6,5
8,3,5
9,12,5
0,224,19
1,3,19
2,65,19
3,189,19
4,64,19
5,29,19
6,181,19
7,5,19
8,14,19
9,22,19
0,58,3
1,3,3
2,20,3
3,32,3
4,43,3
5,65,3
6,4,3
7,2,3
8,40,3
9,530,3
1,48,11
2,3,11
3,75,11
4,8,11
5,314,11
6,140,11
7,104,11
9,104,11
0,15,13
1,190,13
2,130,13
3,50,13
4,28,13
5,98,13
6,5,13
7,21,13
8,248,13
9,11,13
0,42,16
1,29,16
2,232,16
3,11,16
4,16,16
5,2,16
6,40,16
7,254,16
8,164,16
9,5,16
0,136,6
1,82,6
2,87,6
3,114,6
5,4,6
6,42,6
7,211,6
8,120,6
0,10,7
1,71,7
2,63,7
3,13,7
4,150,7
5,308,7
6,36,7
7,20,7
8,32,7
9,93,7
0,44,9
1,16,9
2,3,9
3,12,9
4,8,9
5,309,9
6,72,9
7,73,9
8,231,9
9,28,9
0,92,15
1,316,15
2,144,15
3,66,15
6,132,15
7,28,15
8,18,15
0,9,8
1,116,8
2,156,8
3,6,8
4,4,8
5,19,8
6,168,8
7,35,8
8,61,8
9,222,8
0,4,2
2,42,2
4,1,2
5,3,2
6,31,2
7,116,2
8,407,2
9,192,2
0,610,18
2,91,18
3,32,18
5,32,18
7,13,18
8,18,18
0,180,1
1,8,1
2,125,1
3,5,1
4,68,1
5,43,1
6,143,1
7,184,1
8,23,1
9,19,1
0,56,17
1,4,17
2,111,17
4,136,17
5,151,17
6,96,17
7,83,17
8,128,17
9,32,17
1,124,9
2,279,9
3,12,9
4,21,9
5,212,9
6,56,9
7,4,9
8,64,9
9,24,9
0,4,4
1,195,4
2,31,4
3,221,4
4,10,4
5,116,4
6,45,4
7,24,4
8,7,4
9,143,4
0,261,12
1,11,12
3,1,12
4,301,12
5,36,12
6,11,12
7,51,12
8,66,12
9,58,12
0,484,13
2,4,13
3,17,13
4,2,13
5,156,13
6,27,13
7,75,13
8,25,13
9,6,13
0,109,14
1,158,14
2,50,14
3,74,14
4,257,14
5,21,14
7,64,14
8,60,14
9,4,14
0,36,0
1,129,0
2,74,0
3,4,0
4,11,0
5,227,0
6,30,0
7,6,0
8,39,0
9,240,0
0,196,3
1,8,3
2,189,3
3,16,3
4,169,3
5,5,3
6,31,3
7,32,3
8,122,3
9,26,3
0,40,10
1,10,10
2,85,10
3,142,10
4,25,10
6,235,10
7,21,10
8,40,10
9,196,10
0,24,5
1,318,5
2,92,5
3,56,5
4,120,5
5,48,5
6,92,5
7,1,5
8,40,5
9,4,5
0,100,8
1,6,8
2,151,8
3,128,8
4,76,8
5,154,8
6,20,8
7,109,8
8,1,8
9,51,8
0,6,19
2,121,19
3,8,19
4,70,19
5,29,19
6,216,19
7,43,19
8,303,19
0,6,16
1,9,16
2,149,16
3,54,16
4,38,16
5,142,16
6,8,16
7,8,16
8,190,16
9,192,16
0,41,6
1,166,6
3,7,6
4,20,6
5,72,6
6,459,6
8,30,6
9,3,6
0,66,18
2,88,18
3,124,18
4,204,18
5,24,18
6,128,18
7,1,18
8,143,18
9,19,18
0,27,15
1,120,15
2,14,15
3,19,15
4,8,15
5,33,15
6,313,15
7,29,15
8,99,15
9,133,15
0,2,7
1,21,7
2,57,7
4,586,7
5,16,7
6,29,7
7,3,7
9,82,7
0,7,2
1,33,2
2,89,2
3,1,2
4,60,2
5,262,2
6,19,2
7,291,2
8,7,2
9,27,2
0,149,11
1,170,11
4,61,11
5,10,11
6,25,11
7,51,11
8,206,11
9,124,11
0,98,18
1,22,18
2,23,18
4,235,18
6,296,18
7,68,18
8,7,18
9,48,18
0,106,10
1,66,10
2,217,10
3,23,10
5,32,10
7,169,10
8,68,10
9,115,10
0,80,11
1,7,11
2,2,11
3,255,11
4,23,11
5,30,11
6,202,11
7,29,11
8,160,11
9,8,11
0,72,9
1,41,9
2,48,9
3,332,9
4,84,9
5,21,9
6,87,9
8,103,9
9,8,9
0,2,14
1,211,14
2,1,14
3,18,14
4,232,14
6,240,14
7,18,14
8,4,14
9,70,14
0,51,15
1,23,15
2,128,15
3,242,15
4,7,15
6,12,15
7,12,15
8,99,15
9,223,15
0,153,1
1,159,1
2,2,1
3,26,1
4,58,1
5,14,1
6,17,1
8,160,1
9,208,1
0,78,19
1,26,19
2,2,19
3,387,19
5,24,19
6,1,19
7,16,19
8,33,19
9,230,19
0,5,4
1,376,4
3,6,4
5,236,4
6,10,4
8,156,4
9,6,4
2,85,17
3,32,17
4,336,17
5,5,17
6,11,17
7,95,17
8,37,17
9,195,17
0,1,2
1,2,2
2,92,2
3,29,2
5,215,2
6,410,2
7,45,2
8,2,2
0,5,16
1,15,16
2,11,16
4,19,16
5,37,16
7,404,16
8,306,16
0,80,5
1,134,5
2,82,5
4,167,5
5,268,5
6,11,5
8,4,5
9,50,5
0,3,6
1,16,6
3,3,6
4,139,6
5,175,6
6,142,6
7,295,6
8,6,6
9,19,6
0,234,3
2,400,3
3,52,3
4,45,3
5,9,3
6,56,3
0,322,7
1,104,7
2,14,7
3,105,7
4,3,7
6,72,7
7,3,7
8,171,7
9,4,7
0,1,8
2,109,8
3,41,8
4,485,8
5,124,8
6,7,8
7,10,8
9,18,8
0,24,13
1,134,13
2,122,13
3,170,13
4,21,13
5,128,13
6,68,13
7,63,13
8,53,13
9,12,13
0,84,0
1,66,0
2,192,0
3,63,0
4,61,0
5,107,0
6,2,0
7,140,0
8,32,0
9,50,0
0,44,12
1,31,12
2,32,12
3,37,12
4,21,12
5,91,12
6,2,12
7,4,12
8,163,12
9,371,12
0,142,19
1,30,19
2,72,19
3,112,19
4,304,19
5,3,19
6,2,19
7,123,19
9,9,19
0,8,2
1,8,2
2,348,2
3,321,2
4,87,2
5,4,2
6,6,2
7,1,2
9,13,2
0,66,6
1,18,6
3,24,6
4,4,6
5,192,6
6,16,6
7,103,6
8,203,6
9,169,6
0,104,9
1,166,9
2,28,9
3,21,9
4,76,9
6,116,9
7,52,9
8,233,9
0,6,3
1,131,3
3,20,3
4,74,3
5,139,3
6,47,3
7,50,3
8,313,3
9,16,3
0,5,4
1,289,4
2,144,4
3,96,4
4,1,4
5,72,4
6,28,4
7,56,4
8,73,4
9,30,4
0,2,11
1,7,11
2,43,11
3,32,11
4,269,11
5,145,11
6,154,11
7,100,11
9,45,11
0,170,16
1,34,16
2,59,16
3,19,16
4,96,16
5,284,16
6,20,16
7,24,16
8,6,16
9,84,16
0,136,14
1,106,14
2,217,14
3,89,14
4,36,14
6,156,14
7,20,14
9,36,14
0,173,15
1,63,15
4,137,15
5,38,15
6,92,15
7,4,15
8,42,15
9,246,15
0,1,8
1,168,8
2,42,8
3,4,8
4,2,8
5,16,8
6,172,8
7,388,8
9,2,8
0,188,13
1,52,13
2,240,13
3,2,13
5,163,13
6,41,13
7,76,13
8,16,13
9,18,13
0,111,7
1,12,7
2,409,7
3,77,7
4,66,7
5,29,7
6,1,7
7,24,7
8,50,7
9,16,7
0,32,18
1,119,18
2,8,18
3,82,18
4,4,18
5,208,18
6,91,18
7,219,18
8,11,18
9,23,18
0,13,10
1,18,10
3,154,10
4,129,10
5,205,10
6,102,10
7,53,10
8,10,10
9,112,10
0,10,12
1,126,12
2,100,12
3,143,12
4,232,12
6,33,12
7,87,12
8,52,12
9,12,12
0,76,5
1,5,5
2,181,5
4,43,5
5,178,5
6,5,5
7,136,5
8,149,5
9,22,5
0,94,0
1,18,0
2,51,0
3,80,0
4,14,0
5,15,0
6,48,0
7,14,0
8,459,0
9,4,0
0,42,17
1,57,17
2,7,17
3,281,17
4,20,17
5,216,17
6,65,17
7,3,17
8,15,17
9,90,17
0,68,1
1,57,1
2,296,1
3,175,1
4,97,1
6,12,1
7,40,1
8,50,1
0,11,13
1,45,13
2,71,13
3,88,13
4,38,13
5,36,13
6,42,13
7,45,13
8,48,13
9,372,13
0,60,10
1,18,10
2,24,10
3,97,10
4,16,10
5,5,10
6,392,10
7,137,10
8,48,10
0,36,15
2,52,15
3,199,15
4,204,15
5,9,15
7,69,15
8,20,15
9,208,15
0,233,17
1,49,17
2,169,17
3,104,17
4,37,17
6,63,17
7,51,17
8,78,17
9,12,17
0,2,7
2,66,7
3,23,7
4,82,7
5,82,7
6,5,7
7,24,7
8,238,7
9,274,7
0,52,11
2,36,11
3,2,11
4,81,11
5,3,11
6,15,11
7,454,11
8,53,11
9,101,11
0,30,12
1,215,12
2,4,12
4,272,12
6,11,12
7,7,12
8,112,12
9,146,12
0,155,5
2,12,5
3,120,5
4,80,5
5,13,5
6,92,5
7,4,5
8,186,5
9,134,5
0,3,1
1,108,1
2,114,1
3,131,1
4,28,1
5,189,1
6,96,1
7,34,1
8,3,1
9,90,1
0,48,3
2,244,3
3,58,3
4,22,3
5,189,3
6,182,3
8,39,3
9,14,3
0,76,14
1,232,14
2,5,14
3,32,14
4,5,14
5,5,14
6,1,14
7,2,14
8,300,14
9,137,14
1,69,9
2,25,9
3,12,9
4,8,9
5,56,9
6,53,9
7,16,9
8,429,9
9,128,9
0,214,16
2,74,16
3,293,16
5,30,16
6,68,16
7,37,16
8,23,16
9,57,16
0,77,4
1,4,4
2,53,4
3,133,4
5,280,4
7,103,4
8,141,4
9,4,4
0,308,8
1,16,8
2,34,8
3,3,8
4,86,8
5,175,8
6,21,8
7,8,8
8,110,8
9,35,8
0,10,18
1,148,18
2,19,18
3,122,18
4,42,18
5,353,18
6,37,18
7,17,18
8,2,18
9,46,18
0,8,19
1,224,19
2,25,19
3,243,19
4,1,19
5,13,19
6,146,19
7,12,19
8,81,19
9,43,19
0,18,2
1,146,2
2,47,2
3,48,2
4,4,2
5,84,2
7,28,2
8,362,2
9,59,2
0,720,6
1,3,6
2,12,6
4,2,6
5,7,6
6,12,6
7,6,6
8,16,6
9,18,6
0,46,0
2,288,0
3,146,0
4,136,0
5,88,0
6,1,0
7,51,0
8,38,0
9,3,0
1,14,1
3,2,1
5,180,1
7,391,1
8,53,1
9,156,1
0,31,19
1,1,19
2,25,19
3,368,19
4,242,19
5,9,19
6,110,19
8,6,19
9,4,19
0,12,10
1,1,10
2,110,10
4,432,10
5,26,10
6,49,10
7,32,10
8,133,10
0,20,13
1,10,13
3,52,13
4,247,13
5,193,13
6,1,13
7,10,13
8,264,13
0,90,18
1,164,18
2,25,18
3,91,18
4,4,18
5,90,18
6,15,18
7,308,18
9,10,18
0,388,8
1,28,8
2,52,8
3,104,8
4,112,8
5,8,8
6,71,8
7,13,8
8,1,8
9,18,8
0,1,4
1,141,4
3,36,4
4,20,4
5,84,4
6,226,4
7,77,4
8,189,4
9,23,4
1,311,14
2,9,14
3,19,14
5,87,14
6,72,14
7,68,14
8,7,14
9,224,14
0,4,16
1,464,16
2,39,16
3,101,16
4,8,16
5,15,16
6,11,16
7,80,16
8,20,16
9,54,16
0,49,2
1,25,2
2,152,2
4,35,2
5,40,2
6,51,2
7,110,2
8,200,2
9,135,2
0,4,17
1,7,17
2,4,17
3,474,17
4,151,17
5,14,17
6,5,17
8,40,17
9,97,17
0,80,0
1,47,0
2,7,0
3,241,0
5,222,0
6,16,0
7,49,0
8,135,0
0,4,11
1,24,11
2,30,11
3,64,11
4,580,11
5,25,11
6,16,11
9,51,11
0,99,6
1,2,6
2,513,6
3,49,6
4,1,6
5,67,6
6,13,6
7,6,6
8,35,6
9,11,6
0,8,3
1,5,3
2,24,3
3,6,3
4,8,3
6,226,3
7,305,3
8,18,3
9,196,3
0,300,5
1,78,5
2,121,5
4,61,5
5,23,5
6,69,5
7,30,5
8,25,5
9,88,5
0,20,7
1,18,7
2,225,7
3,98,7
4,67,7
5,32,7
6,8,7
7,156,7
8,48,7
9,124,7
0,4,12
1,328,12
2,28,12
3,8,12
5,37,12
6,196,12
7,136,12
9,59,12
0,53,15
1,12,15
2,4,15
3,40,15
4,549,15
5,20,15
7,12,15
8,95,15
9,12,15
0,4,9
1,16,9
2,3,9
3,7,9
4,317,9
5,42,9
6,52,9
7,81,9
8,8,9
9,265,9
0,32,14
1,299,14
2,62,14
3,88,14
4,9,14
5,10,14
6,212,14
7,43,14
8,10,14
9,32,14
0,12,2
1,31,2
2,43,2
3,280,2
4,19,2
5,13,2
7,6,2
8,10,2
9,383,2
0,24,7
2,3,7
3,490,7
6,4,7
8,49,7
9,225,7
0,7,17
1,130,17
2,78,17
4,4,17
5,52,17
6,131,17
7,1,17
9,393,17
0,40,4
1,5,4
2,424,4
3,41,4
4,3,4
5,4,4
6,147,4
7,2,4
8,32,4
9,97,4
0,179,18
1,87,18
3,20,18
4,8,18
5,19,18
6,26,18
7,20,18
8,37,18
9,400,18
0,102,1
3,22,1
5,113,1
6,17,1
7,236,1
8,167,1
9,140,1
0,22,9
1,334,9
2,4,9
3,49,9
4,70,9
6,20,9
7,114,9
8,158,9
9,25,9
1,26,15
2,1,15
3,44,15
4,18,15
5,104,15
6,166,15
7,324,15
8,32,15
9,80,15
0,208,6
1,75,6
2,61,6
3,70,6
4,252,6
7,9,6
8,17,6
9,103,6
0,1,3
3,42,3
4,198,3
5,455,3
7,15,3
8,66,3
9,20,3
0,300,10
2,116,10
4,29,10
5,55,10
6,184,10
7,9,10
8,7,10
9,97,10
0,100,8
1,148,8
2,29,8
4,202,8
5,17,8
7,264,8
9,36,8
0,4,12
1,133,12
2,6,12
3,82,12
4,36,12
5,106,12
6,48,12
7,212,12
8,163,12
9,7,12
0,5,5
1,6,5
2,49,5
3,40,5
4,229,5
5,2,5
6,41,5
7,401,5
8,21,5
9,1,5
0,64,19
1,46,19
2,219,19
3,321,19
5,56,19
6,4,19
7,40,19
9,47,19
1,76,11
2,1,11
3,584,11
4,24,11
5,29,11
6,32,11
7,28,11
8,1,11
9,20,11
0,119,16
1,121,16
2,7,16
3,22,16
4,101,16
5,15,16
6,114,16
7,47,16
8,5,16
9,245,16
0,38,13
1,57,13
3,25,13
4,260,13
5,77,13
6,148,13
7,10,13
8,11,13
9,170,13
0,41,0
1,188,0
3,65,0
4,315,0
